"","Fecha","Casos","Casos.media.7d","Casos.relativo","Decesos","Decesos.media.7d","Decesos.relativo","Hospitalizados","Hospitalizados.media.7d","Hospitalizados.relativo"
"673",2022-01-05,381,311.4,1.477,5,3.7,0.177,9,8.6,0.195
"674",2022-01-06,369,343.1,1.627,2,3.4,0.163,7,8.7,0.197
"675",2022-01-07,433,372.6,1.767,3,3.7,0.177,11,9.4,0.213
"676",2022-01-08,465,394.3,1.87,5,4,0.191,7,9.4,0.213
"677",2022-01-09,517,424.1,2.011,3,3.9,0.187,10,9.7,0.219
"678",2022-01-10,602,448,2.124,1,3.3,0.158,7,8.7,0.197
"679",2022-01-11,407,453.4,2.15,2,3,0.144,16,9.6,0.217
"680",2022-01-12,365,451.1,2.139,1,2.4,0.115,17,10.7,0.242
"681",2022-01-13,327,445.1,2.11,4,2.7,0.129,9,11,0.249
"682",2022-01-14,322,429.3,2.036,NA,NA,NA,9,10.7,0.242
"683",2022-01-15,439,425.6,2.018,3,2.7,0.129,10,11.1,0.251
"684",2022-01-16,417,411.3,1.95,6,2.9,0.139,8,10.9,0.247
"685",2022-01-17,556,404.7,1.919,4,3,0.144,13,11.7,0.265
"686",2022-01-18,377,400.4,1.899,2,3.1,0.148,19,12.1,0.274
"687",2022-01-19,263,385.9,1.83,2,3.1,0.148,18,12.3,0.278
"688",2022-01-20,400,396.3,1.879,4,3.6,0.172,14,13,0.294
"689",2022-01-21,351,400.4,1.899,4,3.6,0.172,21,14.7,0.333
"690",2022-01-22,462,403.7,1.914,4,3.7,0.177,7,14.3,0.324
"691",2022-01-23,372,397.3,1.884,4,3.4,0.163,12,14.9,0.337
"692",2022-01-24,392,373.9,1.773,2,3.1,0.148,19,15.7,0.355
"693",2022-01-25,337,368.1,1.745,8,4,0.191,25,16.6,0.376
"694",2022-01-26,297,373,1.769,8,4.9,0.234,20,16.9,0.382
"695",2022-01-27,301,358.9,1.702,8,5.4,0.258,19,17.6,0.398
"696",2022-01-28,269,347.1,1.646,5,5.6,0.268,20,17.4,0.394
"697",2022-01-29,292,322.9,1.531,2,5.3,0.254,14,18.4,0.416
"698",2022-01-30,255,306.1,1.451,7,5.7,0.273,9,18,0.407
"699",2022-01-31,272,289,1.37,3,5.9,0.282,18,17.9,0.405
"700",2022-02-01,254,277.1,1.314,5,5.4,0.258,21,17.3,0.391
"701",2022-02-02,148,255.9,1.213,14,6.3,0.301,20,17.3,0.391
"702",2022-02-03,116,229.4,1.088,6,6,0.287,13,16.4,0.371
"703",2022-02-04,126,209,0.991,5,6,0.287,12,15.3,0.346
"704",2022-02-05,153,189.1,0.897,7,6.7,0.321,9,14.6,0.33
"705",2022-02-06,121,170,0.806,7,6.7,0.321,7,14.3,0.324
"706",2022-02-07,128,149.4,0.708,10,7.7,0.368,8,12.9,0.292
"707",2022-02-08,126,131.1,0.622,5,7.7,0.368,22,13,0.294
"708",2022-02-09,110,125.7,0.596,4,6.3,0.301,13,12,0.271
"709",2022-02-10,98,123.1,0.584,7,6.4,0.306,6,11,0.249
"710",2022-02-11,69,115,0.545,4,6.3,0.301,13,11.1,0.251
"711",2022-02-12,92,106.3,0.504,6,6.1,0.292,6,10.7,0.242
"712",2022-02-13,106,104.1,0.494,1,5.3,0.254,6,10.6,0.24
"713",2022-02-14,82,97.6,0.463,7,4.9,0.234,19,12.1,0.274
"714",2022-02-15,68,89.3,0.423,5,4.9,0.234,10,10.4,0.235
"715",2022-02-16,64,82.7,0.392,3,4.7,0.225,9,9.9,0.224
"716",2022-02-17,47,75.4,0.358,4,4.3,0.206,3,9.4,0.213
"717",2022-02-18,52,73,0.346,2,4,0.191,5,8.3,0.188
"718",2022-02-19,45,66.3,0.314,4,3.7,0.177,1,7.6,0.172
"719",2022-02-20,45,57.6,0.273,3,4,0.191,2,7,0.158
"720",2022-02-21,39,51.4,0.244,5,3.7,0.177,5,5,0.113
"721",2022-02-22,27,45.6,0.216,3,3.4,0.163,5,4.3,0.097
"722",2022-02-23,28,40.4,0.192,1,3.1,0.148,2,3.3,0.075
"723",2022-02-24,36,38.9,0.184,3,3,0.144,2,3.1,0.07
"724",2022-02-25,32,36,0.171,2,3,0.144,8,3.6,0.081
"725",2022-02-26,38,35,0.166,NA,NA,NA,3,3.9,0.088
"726",2022-02-27,25,32.1,0.152,1,2.6,0.124,3,4,0.09
"727",2022-02-28,18,29.1,0.138,3,2.6,0.124,2,3.6,0.081
"728",2022-03-01,19,28,0.133,NA,NA,NA,3,3.3,0.075
"729",2022-03-02,24,27.4,0.13,2,2.1,0.1,4,3.6,0.081
"730",2022-03-03,11,23.9,0.113,1,1.9,0.091,2,3.6,0.081
"731",2022-03-04,11,20.9,0.099,4,2.3,0.11,3,2.9,0.066
"732",2022-03-05,9,16.7,0.079,1,2,0.096,2,2.7,0.061
"733",2022-03-06,5,13.9,0.066,2,2,0.096,0,2.3,0.052
"734",2022-03-07,1,11.4,0.054,1,2,0.096,1,2.1,0.048
"735",2022-03-08,0,8.7,0.041,1,1.7,0.081,0,1.7,0.038
