"","fecha_reporte","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
"30",2020-05-11,327,295,136,159,32,136,60,76,7,4,3,92,44,116,47,1,114,15,2,13,0,48,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,86,4,30,3
"31",2020-05-12,331,296,137,159,35,137,61,76,10,6,4,93,44,116,47,1,115,12,2,10,0,49,8,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,87,4,30,6
"32",2020-05-13,342,313,148,165,29,148,64,84,10,6,4,100,48,122,51,1,122,16,4,12,0,55,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,95,4,33,6
"33",2020-05-14,359,316,150,166,43,150,66,84,10,6,4,102,48,124,51,1,125,15,3,12,0,56,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,97,4,33,6
"34",2020-05-15,369,323,157,166,46,157,70,87,10,6,4,108,49,128,52,1,133,14,2,12,0,63,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,103,4,34,6
"35",2020-05-16,386,324,158,166,62,158,70,88,10,6,4,108,50,130,53,1,138,10,1,9,0,64,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,103,4,35,6
"36",2020-05-17,391,342,169,173,49,169,76,93,10,6,4,114,55,135,58,1,144,15,3,12,0,65,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,108,4,39,6
"37",2020-05-18,394,351,177,174,43,177,79,98,10,6,4,115,62,145,66,1,150,17,7,10,0,73,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,112,4,43,6
"38",2020-05-19,422,357,181,176,65,181,80,101,12,7,5,118,63,152,67,1,151,18,8,10,0,74,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,114,5,44,7
"39",2020-05-20,444,363,185,178,81,185,83,102,12,7,5,120,65,159,69,1,157,16,8,8,0,77,9,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,117,5,44,7
"40",2020-05-21,505,365,187,178,140,187,84,103,13,8,5,121,66,165,70,1,162,13,5,7,1,78,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,118,6,45,7
"41",2020-05-22,527,377,199,178,150,199,92,107,13,8,5,128,71,173,75,1,167,20,8,11,1,90,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,127,6,48,7
"42",2020-05-23,557,381,202,179,176,202,93,109,13,8,5,130,72,178,77,1,170,20,7,12,1,91,9,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,128,6,49,7
"43",2020-05-24,559,417,218,199,142,218,99,119,13,8,5,137,81,187,86,1,178,28,11,16,1,91,9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,134,6,54,7
"44",2020-05-25,564,418,218,200,146,218,99,119,13,8,5,137,81,187,86,1,186,20,8,11,1,91,9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,134,6,54,7
"45",2020-05-26,607,432,221,211,175,221,99,122,13,8,5,138,83,200,89,1,191,18,7,10,1,93,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,135,6,55,7
"46",2020-05-27,631,444,229,215,187,229,103,126,13,8,5,141,88,210,94,1,196,21,8,12,1,100,9,128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,30,0,141,6,56,7
"47",2020-05-28,663,452,237,215,211,237,104,133,13,8,5,148,89,215,97,1,202,22,7,15,0,100,9,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,32,0,144,6,59,7
"48",2020-05-29,682,452,237,215,230,237,104,133,13,8,5,148,89,217,97,1,209,15,6,9,0,100,9,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,32,0,144,6,59,7
"49",2020-05-30,692,473,253,220,219,253,113,140,13,8,5,155,98,226,106,1,220,20,8,12,0,115,9,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,33,0,155,6,63,7
"50",2020-05-31,701,491,268,223,210,268,119,149,13,8,5,166,102,230,110,1,229,26,7,19,0,115,9,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,34,0,166,6,65,7
"51",2020-06-01,705,493,269,224,212,269,119,150,13,8,5,167,102,231,110,1,235,21,6,15,0,115,9,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,34,0,166,6,66,7
"52",2020-06-02,736,534,297,237,202,297,129,168,13,8,5,186,111,241,119,1,252,32,7,25,0,119,9,177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,40,0,181,6,73,7
"53",2020-06-03,756,541,302,239,215,302,133,169,13,8,5,190,112,245,120,1,265,24,3,21,0,124,9,177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,40,0,185,6,74,7
"54",2020-06-04,780,543,304,239,237,304,134,170,13,8,5,192,112,249,121,1,269,22,3,19,0,125,9,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,41,0,186,6,74,7
"55",2020-06-05,786,543,303,240,243,303,134,169,25,12,13,191,112,250,121,1,265,16,1,12,3,124,21,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,41,0,185,11,74,14
"56",2020-06-06,807,544,303,241,263,303,134,169,25,12,13,191,112,254,122,1,272,8,1,5,2,124,21,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,41,0,185,11,74,14
"57",2020-06-07,812,552,307,245,260,307,137,170,26,12,14,191,116,259,127,1,278,5,1,2,2,128,22,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,41,0,188,11,75,15
"58",2020-06-08,816,578,323,255,238,323,145,178,26,12,14,205,118,261,129,1,289,9,1,7,1,128,22,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,44,0,198,11,78,15
"59",2020-06-09,876,582,327,255,294,327,145,182,27,13,14,205,122,269,133,1,293,7,2,5,0,132,23,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,44,0,200,12,80,15
"60",2020-06-10,911,582,327,255,329,327,145,182,28,13,15,205,122,271,133,1,296,3,2,1,0,132,24,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,44,0,200,13,80,15
"61",2020-06-11,939,614,352,262,325,352,162,190,29,13,16,223,129,283,140,1,310,13,5,8,0,135,25,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,45,0,215,13,89,16
"62",2020-06-12,964,625,358,267,339,358,164,194,29,13,16,226,132,292,143,1,316,13,5,8,0,140,25,217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,45,0,219,13,91,16
"63",2020-06-13,978,626,359,267,352,359,165,194,29,13,16,226,133,294,144,1,321,9,5,4,0,141,25,217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,45,0,220,13,91,16
"64",2020-06-14,990,626,359,267,364,359,165,194,31,14,17,226,133,295,144,1,322,7,3,3,1,141,27,217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,45,0,220,15,91,16
"65",2020-06-15,999,673,397,276,326,397,183,214,41,17,24,246,151,316,162,1,338,19,5,13,1,166,37,229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,47,0,243,18,104,23
"66",2020-06-16,1041,687,407,280,354,407,191,216,48,22,26,255,152,324,164,1,338,22,5,16,1,176,44,229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,50,0,249,19,105,29
"67",2020-06-17,1075,691,411,280,384,411,192,219,51,22,29,259,152,329,164,1,343,19,4,13,2,176,47,233,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,50,0,253,22,105,29
"68",2020-06-18,1119,697,416,281,422,416,196,220,51,22,29,262,154,345,166,1,351,14,1,13,0,181,47,233,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,50,0,257,22,106,29
"69",2020-06-19,1134,703,420,283,431,420,197,223,53,23,30,264,156,348,168,1,355,13,2,10,1,183,49,235,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,51,0,259,23,107,30
"70",2020-06-20,1144,761,447,314,383,447,214,233,58,27,31,283,164,358,176,1,377,16,2,10,4,191,54,254,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,54,0,277,23,113,35
"71",2020-06-21,1157,762,448,314,395,448,214,234,58,27,31,283,165,360,178,1,380,13,2,8,3,191,54,255,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,54,0,278,23,113,35
"72",2020-06-22,1164,769,451,318,395,451,215,236,58,27,31,284,167,363,180,1,387,7,1,5,1,191,54,258,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,54,0,280,23,114,35
"73",2020-06-23,1183,783,463,320,400,463,222,241,77,36,41,290,173,378,191,6,377,11,3,6,2,201,57,259,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,55,1,288,33,117,43
"74",2020-06-24,1207,805,474,331,402,474,227,247,85,40,45,299,175,389,195,10,377,13,4,8,1,204,57,267,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,56,1,294,36,121,48
"75",2020-06-25,1243,830,498,332,413,498,240,258,87,42,45,322,176,393,197,10,397,15,4,10,1,205,58,290,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,64,1,309,38,122,48
"76",2020-06-26,1255,845,509,336,410,509,244,265,91,45,46,327,182,400,203,10,405,15,3,10,2,212,62,294,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,65,1,316,39,125,51
"77",2020-06-27,1276,862,524,338,414,524,249,275,91,45,46,341,183,408,204,10,420,15,3,10,2,217,62,304,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,68,1,326,39,127,51
"78",2020-06-28,1283,863,525,338,420,525,249,276,103,49,54,342,183,417,208,10,410,12,2,10,0,217,63,305,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,69,1,326,46,127,56
"79",2020-06-29,1302,876,533,343,426,533,253,280,103,49,54,350,183,419,208,10,419,11,2,9,0,217,63,313,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,71,1,331,46,128,56
"80",2020-06-30,1342,898,551,347,444,551,263,288,105,51,54,365,186,428,213,10,428,18,2,16,0,220,65,328,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,76,1,343,46,129,58
"81",2020-07-01,1393,927,579,348,466,579,277,302,107,52,55,390,189,442,217,10,453,19,1,18,0,232,67,344,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,82,1,359,46,134,60
"82",2020-07-02,1422,1026,676,350,396,676,332,344,109,54,55,482,194,447,222,11,541,26,1,25,0,240,68,433,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,95,1,428,47,147,61
"83",2020-07-03,1441,1060,710,350,381,710,347,363,109,54,55,514,196,454,224,11,577,24,1,23,0,244,68,463,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,102,1,452,47,150,61
"84",2020-07-04,1456,1094,741,353,362,741,363,378,110,54,56,543,198,456,226,11,609,22,1,21,0,250,69,488,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,111,1,469,47,155,62
"85",2020-07-05,1465,1095,742,353,370,742,363,379,111,54,57,543,199,458,227,11,609,22,1,21,0,250,69,489,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,111,1,469,47,156,63
"86",2020-07-06,1481,1113,757,356,368,757,372,385,111,54,57,557,200,466,228,11,628,18,2,16,0,257,69,497,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,112,1,480,47,159,63
"87",2020-07-07,1540,1182,822,360,358,822,403,419,115,56,59,605,217,494,245,11,687,21,3,17,1,287,71,532,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,0,119,1,525,48,170,66
"88",2020-07-08,1576,1242,856,386,334,856,420,436,119,57,62,633,223,503,251,11,717,21,3,17,1,304,74,549,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,8,0,124,1,545,49,179,69
"89",2020-07-09,1597,1277,887,390,320,887,436,451,124,59,65,662,225,514,253,11,744,20,2,17,1,306,75,578,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,8,0,132,1,564,51,183,72
"90",2020-07-10,1608,1329,933,396,279,933,464,469,127,60,67,698,235,526,263,11,794,12,1,11,0,320,77,610,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,143,1,590,51,191,75
"91",2020-07-11,1625,1340,943,397,285,943,470,473,130,61,69,703,240,538,268,11,803,10,2,8,0,330,78,610,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,145,1,596,54,193,75
"92",2020-07-12,1637,1344,946,398,293,946,473,473,132,61,71,706,240,539,268,11,803,11,1,10,0,331,78,612,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,145,1,598,54,194,77
"93",2020-07-13,1645,1345,947,398,300,947,473,474,132,61,71,707,240,542,268,11,807,8,1,7,0,332,78,612,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,145,1,599,54,194,77
"94",2020-07-14,1670,1358,949,409,312,949,474,475,136,62,74,709,240,550,268,11,809,4,1,3,0,333,78,613,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,145,1,601,56,194,79
"95",2020-07-15,1694,1387,974,413,307,974,484,490,141,64,77,722,252,563,280,11,829,5,0,4,1,358,83,613,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,146,1,617,57,202,83
"96",2020-07-16,1721,1393,980,413,328,980,488,492,141,64,77,728,252,567,280,11,833,7,0,6,1,362,83,615,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,147,1,622,57,202,83
"97",2020-07-17,1726,1457,1028,429,269,1028,515,513,144,66,78,763,265,581,293,11,858,29,4,22,3,367,85,658,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,153,1,652,57,214,86
"98",2020-07-18,1735,1469,1040,429,266,1040,521,519,144,66,78,774,266,583,294,11,865,34,4,27,3,370,85,667,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,154,1,661,57,216,86
"99",2020-07-19,1738,1469,1042,427,269,1042,523,519,144,66,78,776,266,582,294,11,871,29,2,25,2,372,85,667,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,155,1,662,57,216,86
"100",2020-07-20,1739,1471,1042,429,268,1042,523,519,144,66,78,776,266,582,294,11,876,23,2,20,1,372,85,667,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,155,1,662,57,216,86
"101",2020-07-21,1778,1509,1060,449,269,1060,536,524,145,67,78,791,269,589,297,11,897,19,0,18,1,372,85,685,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,9,0,158,1,672,58,221,86
"102",2020-07-22,1799,1578,1094,484,221,1094,552,542,147,67,80,815,279,600,308,12,925,22,3,19,0,377,85,713,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,10,0,165,1,692,60,227,86
"103",2020-07-23,1846,1664,1160,504,182,1160,586,574,161,74,87,855,305,636,334,12,982,20,3,14,3,412,98,744,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,172,1,732,67,245,93
"104",2020-07-24,1854,1708,1184,524,146,1184,595,589,161,74,87,873,311,645,340,12,1009,16,3,11,2,412,98,768,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,175,1,746,67,252,93
"105",2020-07-25,1878,1734,1199,535,144,1199,601,598,164,75,89,884,315,656,344,12,1019,17,4,12,1,414,100,781,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,180,1,753,69,255,94
"106",2020-07-26,1878,1749,1212,537,129,1212,605,607,166,75,91,890,322,663,351,12,1026,21,6,14,1,421,102,787,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,180,1,760,69,261,96
"107",2020-07-27,1878,1749,1212,537,129,1212,605,607,166,75,91,890,322,663,351,12,1028,19,6,12,1,421,102,787,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,180,1,760,69,261,96
"108",2020-07-28,1912,1753,1216,537,159,1216,607,609,166,75,91,894,322,668,353,12,1037,14,4,9,1,422,102,790,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,180,1,764,69,261,96
"109",2020-07-29,1921,1766,1228,538,155,1228,611,617,166,75,91,906,322,668,353,12,1047,16,4,11,1,422,102,802,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,182,1,771,69,264,96
"110",2020-07-30,1954,1769,1231,538,185,1231,613,618,167,76,91,907,324,674,356,12,1053,12,3,8,1,424,103,803,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,184,1,772,69,264,97
"111",2020-07-31,1963,1770,1232,538,193,1232,613,619,167,76,91,908,324,677,356,12,1056,9,2,7,0,425,103,803,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,184,1,773,69,264,97
"112",2020-08-01,1970,1813,1262,551,157,1262,628,634,170,77,93,927,335,689,367,12,1066,26,10,16,0,440,106,818,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,188,1,790,70,273,99
"113",2020-08-02,1985,1821,1270,551,164,1270,634,636,171,78,93,934,336,691,369,12,1078,22,6,15,1,448,107,818,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,191,1,794,70,274,100
"114",2020-08-03,1988,1823,1272,551,165,1272,636,636,172,79,93,936,336,691,369,12,1084,16,3,13,0,450,108,818,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,191,1,796,71,274,100
"115",2020-08-04,2025,1865,1293,572,160,1293,645,648,173,79,94,953,340,703,373,12,1090,30,7,23,0,451,109,838,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,196,1,806,71,280,101
"116",2020-08-05,2034,1867,1294,573,167,1294,646,648,174,80,94,953,341,708,374,12,1099,21,4,17,0,452,110,838,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,196,1,806,71,281,102
"117",2020-08-06,2051,1881,1304,577,170,1304,652,652,176,81,95,959,345,716,378,12,1111,18,3,14,1,458,112,842,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,11,0,196,1,811,71,286,104
"118",2020-08-07,2054,1914,1327,587,140,1327,664,663,176,81,95,978,349,721,382,12,1123,28,6,22,0,458,112,865,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,202,1,824,71,289,104
"119",2020-08-08,2065,1938,1345,593,127,1345,672,673,179,81,98,988,357,730,390,12,1138,29,9,19,1,468,115,873,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,206,1,832,71,295,107
"120",2020-08-09,2138,1939,1346,593,199,1346,673,673,179,81,98,989,357,732,390,12,1146,21,7,14,0,469,115,873,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,206,1,833,71,295,107
"121",2020-08-10,2152,1963,1362,601,189,1362,681,681,181,81,100,994,368,743,401,12,1162,19,6,13,0,485,117,873,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,208,1,839,72,303,108
"122",2020-08-11,2187,1979,1373,606,208,1373,689,684,182,81,101,1003,370,751,404,12,1165,27,6,20,1,486,118,883,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,211,1,846,72,304,109
"123",2020-08-12,2200,1986,1380,606,214,1380,694,686,182,81,101,1010,370,752,404,12,1173,25,3,22,0,487,118,889,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,212,1,851,72,305,109
"124",2020-08-13,2222,1999,1392,607,223,1392,702,690,184,83,101,1018,374,757,408,12,1188,20,3,17,0,494,120,894,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,215,1,858,73,307,110
"125",2020-08-14,2226,2096,1407,689,130,1407,710,697,185,84,101,1030,377,761,411,12,1191,31,5,26,0,496,121,907,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,12,0,216,1,867,73,312,111
"126",2020-08-15,2237,2105,1413,692,132,1413,712,701,186,84,102,1032,381,767,415,12,1203,24,3,21,0,502,121,907,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,216,2,871,73,314,111
"127",2020-08-16,2330,2105,1413,692,225,1413,712,701,186,84,102,1032,381,767,415,12,1210,17,3,14,0,502,121,907,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,216,2,871,73,314,111
"128",2020-08-17,2333,2105,1413,692,228,1413,712,701,186,84,102,1032,381,767,415,12,1213,14,2,12,0,502,121,907,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,216,2,871,73,314,111
"129",2020-08-18,2365,2131,1426,705,234,1426,719,707,187,84,103,1041,385,774,419,12,1218,21,1,20,0,507,122,915,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,218,2,877,74,319,111
"130",2020-08-19,2382,2133,1428,705,249,1428,720,708,189,85,104,1042,386,775,420,12,1217,22,1,21,0,509,124,915,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,218,2,878,74,320,113
"131",2020-08-20,2416,2136,1430,706,280,1430,721,709,192,85,107,1043,387,782,438,13,1219,19,1,18,0,511,124,915,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,0,218,2,880,75,320,115
"132",2020-08-21,2501,2269,1475,794,232,1475,745,730,194,87,107,1084,391,791,442,13,1240,41,2,39,0,528,126,943,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,13,0,232,2,905,75,325,117
"133",2020-08-22,2512,2273,1475,798,239,1475,745,730,194,87,107,1084,391,792,442,13,1243,38,2,36,0,528,126,943,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,13,0,232,2,905,75,325,117
"134",2020-08-23,2595,2283,1482,801,312,1482,749,733,198,90,108,1086,396,797,447,13,1250,35,2,32,1,535,130,943,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,13,0,232,2,909,76,328,120
"135",2020-08-24,2610,2283,1482,801,327,1482,749,733,198,90,108,1086,396,797,447,13,1258,27,2,24,1,535,130,943,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,13,0,232,2,909,76,328,120
"136",2020-08-25,2633,2392,1501,891,241,1501,758,743,199,91,108,1102,399,808,451,14,1264,39,4,34,1,535,130,962,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,14,0,239,2,918,76,330,121
"137",2020-08-26,2658,2402,1511,891,256,1511,762,749,200,91,109,1112,399,809,451,14,1275,37,3,33,1,536,131,971,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,14,0,243,2,923,77,331,121
"138",2020-08-27,2672,2412,1517,895,260,1517,764,753,201,91,110,1114,403,815,455,14,1284,33,3,29,1,541,132,972,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,14,0,244,2,926,77,333,122
"139",2020-08-28,2678,2544,1553,991,134,1553,786,767,202,91,111,1143,410,823,462,14,1293,58,10,48,0,550,133,999,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,14,0,251,2,951,77,337,123
"140",2020-08-29,2698,2547,1556,991,151,1556,789,767,202,91,111,1144,412,827,464,14,1306,48,11,37,0,552,133,1000,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,14,0,252,2,951,77,339,123
"141",2020-08-30,2740,2583,1577,1006,157,1577,804,773,202,91,111,1164,413,828,465,15,1316,59,10,49,0,553,133,1019,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,255,2,965,77,342,123
"142",2020-08-31,2741,2585,1578,1007,156,1578,805,773,202,91,111,1165,413,828,465,15,1321,55,8,47,0,553,133,1020,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,256,2,965,77,342,123
"143",2020-09-01,2772,2587,1580,1007,185,1580,806,774,203,92,111,1165,415,831,466,15,1332,45,6,39,0,553,134,1022,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,256,2,965,77,344,124
"144",2020-09-02,2809,2593,1585,1008,216,1585,809,776,205,93,112,1168,417,835,468,15,1348,33,5,27,1,558,135,1022,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,256,2,968,77,346,126
"145",2020-09-03,2824,2593,1585,1008,231,1585,809,776,205,93,112,1168,417,835,468,15,1356,25,3,21,1,558,135,1022,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,256,2,968,77,346,126
"146",2020-09-04,2830,2681,1596,1085,149,1596,817,779,205,93,112,1178,418,839,469,15,1362,30,1,28,1,559,135,1032,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,259,2,976,77,346,126
"147",2020-09-05,2849,2724,1616,1108,125,1616,827,789,205,93,112,1195,421,842,472,15,1368,44,3,40,1,563,135,1048,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,266,2,987,77,348,126
"148",2020-09-06,2917,2739,1622,1117,178,1622,830,792,205,93,112,1201,421,842,472,15,1378,40,3,36,1,564,135,1053,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,267,2,992,77,348,126
"149",2020-09-07,2922,2739,1622,1117,183,1622,830,792,205,93,112,1201,421,842,472,15,1384,34,1,32,1,564,135,1053,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,267,2,992,77,348,126
"150",2020-09-08,2931,2739,1622,1117,192,1622,830,792,218,100,118,1201,421,847,472,15,1375,30,1,28,1,564,135,1053,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,267,2,992,79,348,137
"151",2020-09-09,2957,2741,1624,1117,216,1624,832,792,227,103,124,1202,422,861,499,15,1373,24,2,22,0,566,136,1053,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,269,2,992,83,348,142
"152",2020-09-10,2954,2741,1624,1117,213,1624,832,792,229,104,125,1202,422,859,499,15,1372,23,2,21,0,566,137,1053,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,269,2,992,85,348,142
"153",2020-09-11,2953,2837,1655,1182,116,1655,848,807,238,109,129,1230,425,869,503,15,1373,45,2,42,1,570,138,1080,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,274,3,1013,88,353,147
"154",2020-09-12,2956,2838,1655,1183,118,1655,848,807,238,109,129,1230,425,869,503,15,1378,40,2,37,1,570,138,1080,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,274,3,1013,88,353,147
"155",2020-09-13,2956,2852,1658,1194,104,1658,850,808,238,109,129,1233,425,869,503,15,1386,35,1,33,1,570,138,1083,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,274,3,1015,88,354,147
"156",2020-09-14,2955,2867,1667,1200,88,1667,852,815,238,109,129,1238,429,872,507,15,1392,38,5,32,1,570,138,1092,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,15,0,276,3,1021,88,355,147
